,Location,ParentLocation,PM25_Value,Average_PM25
3037,Colombia,Americas,15.94,14.645727810650888
3038,Slovenia,Europe,15.97,19.244726923076925
3039,Jamaica,Americas,15.98,14.645727810650888
3040,Hungary,Europe,15.99,19.244726923076925
3041,Latvia,Europe,16.04,19.244726923076925
3042,Mozambique,Africa,16.04,29.812282051282054
3043,United Republic of Tanzania,Africa,16.08,29.812282051282054
3044,Greece,Europe,16.13,19.244726923076925
3045,Mozambique,Africa,16.16,29.812282051282054
3046,Hungary,Europe,16.18,19.244726923076925
3047,United Republic of Tanzania,Africa,16.35,29.812282051282054
3048,Italy,Europe,16.39,19.244726923076925
3049,Mozambique,Africa,16.43,29.812282051282054
3050,Belarus,Europe,16.46,19.244726923076925
3051,Madagascar,Africa,16.52,29.812282051282054
3052,United Republic of Tanzania,Africa,16.55,29.812282051282054
3053,Zambia,Africa,16.55,29.812282051282054
3054,Czechia,Europe,16.62,19.244726923076925
3055,South Africa,Africa,16.65,29.812282051282054
3056,Greece,Europe,16.65,19.244726923076925
3057,Slovenia,Europe,16.74,19.244726923076925
3058,Slovenia,Europe,16.74,19.244726923076925
3059,Ecuador,Americas,16.78,14.645727810650888
3060,Belarus,Europe,16.79,19.244726923076925
3061,Costa Rica,Americas,16.82,14.645727810650888
3062,Ecuador,Americas,16.83,14.645727810650888
3063,Lesotho,Africa,16.84,29.812282051282054
3064,Hungary,Europe,16.85,19.244726923076925
3065,Romania,Europe,16.89,19.244726923076925
3066,Colombia,Americas,16.9,14.645727810650888
3067,Jamaica,Americas,16.98,14.645727810650888
3068,Madagascar,Africa,17.13,29.812282051282054
3069,Ecuador,Americas,17.17,14.645727810650888
3070,Czechia,Europe,17.19,19.244726923076925
3071,Lesotho,Africa,17.21,29.812282051282054
3072,Costa Rica,Americas,17.27,14.645727810650888
3073,Czechia,Europe,17.29,19.244726923076925
3074,Zambia,Africa,17.32,29.812282051282054
3075,Mozambique,Africa,17.32,29.812282051282054
3076,Cuba,Americas,17.34,14.645727810650888
3077,Italy,Europe,17.36,19.244726923076925
3078,Slovenia,Europe,17.37,19.244726923076925
3079,Lesotho,Africa,17.42,29.812282051282054
3080,Seychelles,Africa,17.44,29.812282051282054
3081,Czechia,Europe,17.47,19.244726923076925
3082,Croatia,Europe,17.5,19.244726923076925
3083,Ecuador,Americas,17.51,14.645727810650888
3084,Slovakia,Europe,17.51,19.244726923076925
3085,Albania,Europe,17.59,19.244726923076925
3086,Zambia,Africa,17.65,29.812282051282054
3087,Croatia,Europe,17.7,19.244726923076925
3088,Croatia,Europe,17.73,19.244726923076925
3089,Malaysia,Western Pacific,17.81,15.497559322033897
3090,Costa Rica,Americas,17.86,14.645727810650888
3091,Ecuador,Americas,17.88,14.645727810650888
3092,Bhutan,South-East Asia,17.96,32.1457962962963
3093,Bhutan,South-East Asia,17.96,32.1457962962963
3094,Croatia,Europe,17.96,19.244726923076925
3095,Israel,Europe,17.97,19.244726923076925
3096,Slovakia,Europe,17.98,19.244726923076925
3097,Colombia,Americas,18.13,14.645727810650888
3098,Seychelles,Africa,18.15,29.812282051282054
3099,Albania,Europe,18.15,19.244726923076925
3100,Mozambique,Africa,18.18,29.812282051282054
3101,Malawi,Africa,18.22,29.812282051282054
3102,Slovakia,Europe,18.26,19.244726923076925
3103,Croatia,Europe,18.27,19.244726923076925
3104,Hungary,Europe,18.27,19.244726923076925
3105,Costa Rica,Americas,18.31,14.645727810650888
3106,Mexico,Americas,18.33,14.645727810650888
3107,Lesotho,Africa,18.39,29.812282051282054
3108,Albania,Europe,18.43,19.244726923076925
3109,Slovakia,Europe,18.43,19.244726923076925
3110,Albania,Europe,18.44,19.244726923076925
3111,Albania,Europe,18.45,19.244726923076925
3112,Malawi,Africa,18.58,29.812282051282054
3113,Malawi,Africa,18.58,29.812282051282054
3114,Cambodia,Western Pacific,18.6,15.497559322033897
3115,Seychelles,Africa,18.67,29.812282051282054
3116,Seychelles,Africa,18.67,29.812282051282054
3117,Madagascar,Africa,18.69,29.812282051282054
3118,Bulgaria,Europe,18.76,19.244726923076925
3119,Cambodia,Western Pacific,18.79,15.497559322033897
3120,Costa Rica,Americas,18.81,14.645727810650888
3121,Nicaragua,Americas,18.83,14.645727810650888
3122,Israel,Europe,18.85,19.244726923076925
3123,Slovakia,Europe,18.86,19.244726923076925
3124,Jamaica,Americas,18.94,14.645727810650888
3125,Slovenia,Europe,18.99,19.244726923076925
3126,Viet Nam,Western Pacific,19.07,15.497559322033897
3127,South Africa,Africa,19.07,29.812282051282054
3128,Djibouti,Eastern Mediterranean,19.1,38.40368181818182
3129,Indonesia,South-East Asia,19.15,32.1457962962963
3130,Cambodia,Western Pacific,19.16,15.497559322033897
3131,Venezuela (Bolivarian Republic of),Americas,19.19,14.645727810650888
3132,Colombia,Americas,19.19,14.645727810650888
3133,Zambia,Africa,19.24,29.812282051282054
3134,Indonesia,South-East Asia,19.33,32.1457962962963
3135,Venezuela (Bolivarian Republic of),Americas,19.54,14.645727810650888
3136,Nicaragua,Americas,19.56,14.645727810650888
3137,Poland,Europe,19.56,19.244726923076925
3138,Bulgaria,Europe,19.63,19.244726923076925
3139,Venezuela (Bolivarian Republic of),Americas,19.65,14.645727810650888
3140,Cambodia,Western Pacific,19.71,15.497559322033897
3141,Mexico,Americas,19.79,14.645727810650888
3142,Montenegro,Europe,19.81,19.244726923076925
3143,Georgia,Europe,19.84,19.244726923076925
3144,Nicaragua,Americas,19.86,14.645727810650888
3145,Zambia,Africa,19.86,29.812282051282054
3146,Montenegro,Europe,19.87,19.244726923076925
3147,Israel,Europe,19.9,19.244726923076925
3148,Israel,Europe,20.11,19.244726923076925
3149,Malawi,Africa,20.17,29.812282051282054
3150,Venezuela (Bolivarian Republic of),Americas,20.18,14.645727810650888
3151,Lesotho,Africa,20.29,29.812282051282054
3152,Montenegro,Europe,20.39,19.244726923076925
3153,Venezuela (Bolivarian Republic of),Americas,20.41,14.645727810650888
3154,Djibouti,Eastern Mediterranean,20.43,38.40368181818182
3155,Djibouti,Eastern Mediterranean,20.47,38.40368181818182
3156,Nicaragua,Americas,20.52,14.645727810650888
3157,Timor-Leste,South-East Asia,20.57,32.1457962962963
3158,Cuba,Americas,20.62,14.645727810650888
3159,Djibouti,Eastern Mediterranean,20.63,38.40368181818182
3160,Indonesia,South-East Asia,20.78,32.1457962962963
3161,Malawi,Africa,20.81,29.812282051282054
3162,Djibouti,Eastern Mediterranean,20.85,38.40368181818182
3163,South Africa,Africa,20.93,29.812282051282054
3164,Bulgaria,Europe,20.94,19.244726923076925
3165,Nicaragua,Americas,21.0,14.645727810650888
3166,Philippines,Western Pacific,21.0,15.497559322033897
3167,Madagascar,Africa,21.06,29.812282051282054
3168,Bulgaria,Europe,21.13,19.244726923076925
3169,Israel,Europe,21.2,19.244726923076925
3170,Timor-Leste,South-East Asia,21.2,32.1457962962963
3171,Mexico,Americas,21.21,14.645727810650888
3172,Cambodia,Western Pacific,21.25,15.497559322033897
3173,Timor-Leste,South-East Asia,21.25,32.1457962962963
3174,Ethiopia,Africa,21.26,29.812282051282054
3175,Bulgaria,Europe,21.33,19.244726923076925
3176,Poland,Europe,21.34,19.244726923076925
3177,Montenegro,Europe,21.48,19.244726923076925
3178,Indonesia,South-East Asia,21.71,32.1457962962963
3179,Georgia,Europe,21.76,19.244726923076925
3180,Chile,Americas,21.86,14.645727810650888
3181,Mexico,Americas,21.91,14.645727810650888
3182,Montenegro,Europe,21.94,19.244726923076925
3183,Sudan,Eastern Mediterranean,21.98,38.40368181818182
3184,Eritrea,Africa,22.04,29.812282051282054
3185,Algeria,Africa,22.07,29.812282051282054
3186,Malaysia,Western Pacific,22.09,15.497559322033897
3187,Poland,Europe,22.16,19.244726923076925
3188,Ethiopia,Africa,22.17,29.812282051282054
3189,Georgia,Europe,22.24,19.244726923076925
3190,Honduras,Americas,22.25,14.645727810650888
3191,South Sudan,Africa,22.28,29.812282051282054
3192,Eritrea,Africa,22.3,29.812282051282054
3193,Türkiye,Europe,22.36,19.244726923076925
3194,South Sudan,Africa,22.37,29.812282051282054
3195,Viet Nam,Western Pacific,22.37,15.497559322033897
3196,Lebanon,Eastern Mediterranean,22.38,38.40368181818182
3197,Sudan,Eastern Mediterranean,22.41,38.40368181818182
3198,Türkiye,Europe,22.43,19.244726923076925
3199,Viet Nam,Western Pacific,22.45,15.497559322033897
3200,Lao People's Democratic Republic,Western Pacific,22.47,15.497559322033897
3201,Timor-Leste,South-East Asia,22.5,32.1457962962963
3202,Türkiye,Europe,22.53,19.244726923076925
3203,Ethiopia,Africa,22.59,29.812282051282054
3204,Honduras,Americas,22.63,14.645727810650888
3205,Mexico,Americas,22.63,14.645727810650888
3206,Türkiye,Europe,22.64,19.244726923076925
3207,Poland,Europe,22.65,19.244726923076925
3208,South Sudan,Africa,22.66,29.812282051282054
3209,Chile,Americas,22.69,14.645727810650888
3210,Türkiye,Europe,22.75,19.244726923076925
3211,Honduras,Americas,22.78,14.645727810650888
3212,Philippines,Western Pacific,22.78,15.497559322033897
3213,Malaysia,Western Pacific,22.89,15.497559322033897
3214,South Africa,Africa,22.91,29.812282051282054
3215,Algeria,Africa,22.98,29.812282051282054
3216,Timor-Leste,South-East Asia,23.0,32.1457962962963
3217,Algeria,Africa,23.06,29.812282051282054
3218,Guatemala,Americas,23.09,14.645727810650888
3219,Lao People's Democratic Republic,Western Pacific,23.09,15.497559322033897
3220,Algeria,Africa,23.1,29.812282051282054
3221,Honduras,Americas,23.17,14.645727810650888
3222,Sudan,Eastern Mediterranean,23.19,38.40368181818182
3223,Eritrea,Africa,23.2,29.812282051282054
3224,Poland,Europe,23.22,19.244726923076925
3225,Gabon,Africa,23.24,29.812282051282054
3226,Serbia,Europe,23.27,19.244726923076925
3227,Ethiopia,Africa,23.28,29.812282051282054
3228,Syrian Arab Republic,Eastern Mediterranean,23.33,38.40368181818182
3229,Indonesia,South-East Asia,23.34,32.1457962962963
3230,Lebanon,Eastern Mediterranean,23.49,38.40368181818182
3231,Honduras,Americas,23.57,14.645727810650888
3232,Eritrea,Africa,23.59,29.812282051282054
3233,Viet Nam,Western Pacific,23.64,15.497559322033897
3234,Angola,Africa,23.66,29.812282051282054
3235,Congo,Africa,23.69,29.812282051282054
3236,South Sudan,Africa,23.72,29.812282051282054
3237,Chile,Americas,23.75,14.645727810650888
3238,Jordan,Eastern Mediterranean,23.79,38.40368181818182
3239,Ethiopia,Africa,23.82,29.812282051282054
3240,Philippines,Western Pacific,23.9,15.497559322033897
3241,Algeria,Africa,23.95,29.812282051282054
3242,Eritrea,Africa,24.07,29.812282051282054
3243,Lebanon,Eastern Mediterranean,24.11,38.40368181818182
3244,Syrian Arab Republic,Eastern Mediterranean,24.24,38.40368181818182
3245,Serbia,Europe,24.25,19.244726923076925
3246,Lebanon,Eastern Mediterranean,24.27,38.40368181818182
3247,Georgia,Europe,24.33,19.244726923076925
3248,Serbia,Europe,24.39,19.244726923076925
3249,Sri Lanka,South-East Asia,24.42,32.1457962962963
3250,Syrian Arab Republic,Eastern Mediterranean,24.43,38.40368181818182
3251,South Sudan,Africa,24.44,29.812282051282054
3252,Sudan,Eastern Mediterranean,24.44,38.40368181818182
3253,El Salvador,Americas,24.52,14.645727810650888
3254,Syrian Arab Republic,Eastern Mediterranean,24.57,38.40368181818182
3255,Lebanon,Eastern Mediterranean,24.62,38.40368181818182
3256,Sri Lanka,South-East Asia,24.64,32.1457962962963
3257,Guatemala,Americas,24.64,14.645727810650888
3258,Jordan,Eastern Mediterranean,24.76,38.40368181818182
3259,Jordan,Eastern Mediterranean,24.87,38.40368181818182
3260,Viet Nam,Western Pacific,24.88,15.497559322033897
3261,Serbia,Europe,24.92,19.244726923076925
3262,Republic of Korea,Western Pacific,24.94,15.497559322033897
3263,Guatemala,Americas,25.0,14.645727810650888
3264,Jordan,Eastern Mediterranean,25.24,38.40368181818182
3265,Malaysia,Western Pacific,25.27,15.497559322033897
3266,Georgia,Europe,25.3,19.244726923076925
3267,Serbia,Europe,25.33,19.244726923076925
3268,Sudan,Eastern Mediterranean,25.43,38.40368181818182
3269,Lao People's Democratic Republic,Western Pacific,25.44,15.497559322033897
3270,Jordan,Eastern Mediterranean,25.46,38.40368181818182
3271,Sri Lanka,South-East Asia,25.46,32.1457962962963
3272,Chile,Americas,25.65,14.645727810650888
3273,El Salvador,Americas,25.7,14.645727810650888
3274,Bolivia (Plurinational State of),Americas,25.71,14.645727810650888
3275,Bolivia (Plurinational State of),Americas,25.72,14.645727810650888
3276,Thailand,South-East Asia,25.75,32.1457962962963
3277,Syrian Arab Republic,Eastern Mediterranean,25.82,38.40368181818182
3278,Philippines,Western Pacific,25.84,15.497559322033897
3279,Tunisia,Eastern Mediterranean,25.86,38.40368181818182
3280,Thailand,South-East Asia,25.97,32.1457962962963
3281,North Macedonia,Europe,26.05,19.244726923076925
3282,Angola,Africa,26.08,29.812282051282054
3283,Chile,Americas,26.19,14.645727810650888
3284,Lao People's Democratic Republic,Western Pacific,26.23,15.497559322033897
3285,Guatemala,Americas,26.24,14.645727810650888
3286,Bolivia (Plurinational State of),Americas,26.4,14.645727810650888
3287,Thailand,South-East Asia,26.42,32.1457962962963
3288,El Salvador,Americas,26.44,14.645727810650888
3289,Sri Lanka,South-East Asia,26.48,32.1457962962963
3290,Tunisia,Eastern Mediterranean,26.49,38.40368181818182
3291,Equatorial Guinea,Africa,26.67,29.812282051282054
3292,Gabon,Africa,26.67,29.812282051282054
3293,North Macedonia,Europe,26.75,19.244726923076925
3294,Burundi,Africa,26.79,29.812282051282054
